,Result,Text
410,TN,This movie absolute mess I wonder original pitch The plot terrible The video game premise fan service “what Matrix” Felt like utter fan service nothing move plot whatever was movie edited yet another example Hollywood folks falling love product The movie felt like cosplay bunch fans running around creating version Matrix 4 The fight scenes pretty bad Don’t get started fight scene Merovingians… ridiculous Impotent Neo he can’t fly barely fight loses powers trying save damsel distress find bigger balls oh fly sudden How Agent Smith a program still alive wasn’t code expunged Neo already least wasn’t code purged like The Oracle’s How machines living harmony humans I mean power source It felt like made TV movie often colors feel soap opera… cameras used Why Keanu say yes mess
411,TN,You cant spoil anything bad but readers sake MINOR SPOILERS First off Im huge fan series even taper film preceding one But thismother pearlsthisis bad So I think went relative expectation movie likely going be Neo Trinity Morpheus reunited secretly lovedriven martial arts world warpingscience fictionrealitybending adventure Youd wrong Beyond initial frankly overzealous use inclusion characters yet another woke disaster film As expected main characters namely Reaves Moss absolute best glue keeps whole thing moving Mateen Morpheus seemed lost Im partial acting typically Most cast struggled problem Its auditions held see would best fit role character The core movie hope cheesy agents lackluster effects illcasted characters obnoxiously incoherent storyline this sadly say dumpster fire outside Matrix
412,TN,I didn’t lot hope sequel since trilogy good ending hinting death neo But I could see new plot somehow poorly fitted trilogy When movie already set standard script written costumes cgi special effects set it’s hard see new sequel horribly ignored past movies new technology budget past matrix would think would wanted perfect couldn’t watching it’s lazy done The new millennial language got script made movie joke Morpheus character poorly written making look like unbelievable joke character couldn’t even take serious trilogy original actor portrayed respectable character made whole matrix believable neo audience top awful performance costumes The way whole movie written performed felt like try make bad I words need exist thank matrix trilogy complete
413,TP,I know people hating movie  Its Great movie fun matrix It explains lot takes awhile understand You pay attention connect dots But I loved everything  People need open minds enjoy ride It connected cant wait
414,TP,I really enjoyed movie blending together Matrix movies I absolutely love new Morpheus actor even though I thought going movie I wouldnt Lawrence Fishburn great actor I blown away new actor captured essence Morpheus character Great job great movie
415,TP,Purely enchanting broader scope previous film trilogy Its breathtaking slick stylish action peak benchmark level It absolutely gather followers years come A warmhearted sequel depicting contemporary issues singular awesomeness
416,FN,Pure nostalgia Matrix lovers  New storyline upgrades technology  On bullet time part  could improvement action sequence  maybe like revolutionary bullet time scene  Lana could come something new  Enjoyed  Kudos  Looking forward Matrix 5  improved action  Return Neo  Trinity 
417,FN,I finished watching Matrix Resurrections I say brings back memories first Matrix I remember getting recommended movie started watching it I fell The Matrix franchise I waiting long movie I believe came 22nd time went fast I remember I finished The Matrix Revolutions tried search 4th would come out When I looked release date I thought man Thats long time wait But I wrong I loved movie cannot wait 5th Im rooting Trinity Neo
418,FN,Being big fan original trilogy I really enjoyed it I felt good place take series It pretty much elements originals It bit wrap head around as originals would cool see original cast nonetheless I think awesome movie overall
419,TP,Absolutely great movie Storyline insane A complex movie sure The acting graphics riveting Excellent job tiring together explaining it Personslly I thought tons action even explaining relationship important Best matrix far
420,TP,I liked everything action story I liked plot resurrecting neo Trinity I love love story I almost cried finally kissed This love story makes want love them Everyone played part beautifully I would recommend movie I would definitely watch movie again
421,TP,Im fan Keanu due personality life experience So I little bias may qualify spoiler delivers new outlook Neo next chapter Matrix The movie focuses sacrifice made Neo Trinity last movie sacrafices reuniting chapter Im bit nostalgic loved it
422,TP,Its story Love Flat Earth matrix globe earth zombies believe were magically glued IO 1 0 binary also metaphor male female True love generated 2 humans Male Female yin  yan represent powerful force existence Strong enough snatch souls heaven bring earth
423,FN,I debated giving The Matrix Resurrections three star review however consideration I deemed deserving four stars least IMO Obviously first Matrix set bar high Matrix fan tell sequels parts II  III wrapped original trilogy fashion Times changed thus Matrix I one glad see reinvented still paying tribute originals I think better kickbutt couple movie history outside Neo  Trinity except perhaps Micky  Mallory Natural Born Killers That said believe negative reviews film It certainly better it’s last two films but per usual nothing topped original On side note I thought I would miss Lawrence Fishbourne Morpheus however ended Hugo Weaving Mr Smith I missed most
424,TP,Every one loved first film Resurrections reminds us why While revolution would loved Resurrections offer us fans clamoring action disasterous duology Reloaded Revolutions second chance The action bit slower pacing really smooth Theres plenty call backs past films fun laughs things people hated sequels Seeing Neo Trinity back together fun exciting The third act stellar action While nothing tops lobby shootout anything theres fun Whoa moments make go Wow Matrix suck anymore If got HBO Max hours cant go wrong
425,TP,LOVED IT Love idea behind it course I wish actions scenes I felt things bit rushed story fast I kinda think thats ppls attention span now😅😅 love movie new cast awesome fit love seeing veteran cast well solid blend The potential another Matrix trilogy sequence I hopeful for🤞🏾🤞🏾Now ima Rewatch 3 along animatrix kid fill awesomeness go break video game 😁😁✌🏾✌🏾 great flic watch
426,TP,Okay interesting way end 2021 First off I say The Matrix Resurrections definitely better two weaker sequels The reason though served sequel practically served double purpose reboot modern day Which I thought pretty nice 910 original film franchise series always best case The Matrix still considered top However movie felt sense augmented certain aspects original since referenced many factors it new characters altered plot try revive old franchise NONE us saw coming back especially long Although debatable whether necessary not story technically open continue all movie waste
427,TP,The reactions appraisals critiques valid ultimately good reason Everyone took something different away original movies jam packed trilogy With mind everyones love film solidified resurrections The movie give much food thought disappointment But find love world matrix expanded upon The new agent smith actually terrfic direction Expanding growth program sentient whilst still capturing Weavings identifiable cold attitude Action somewhat disappointing due lack longshots original But even things loved gone philosophy challenges intricate system building matrix lore still gives us 2 cyberpunk heroes 1 chance show young today time fearless And many us want back
428,TP,Like things depend expectations If first Matrix blew mind created life altering experience expect repeated save time money That said I found excellent I thought fantastic job weaving story primarily Neo Trinity world familiar with Matrix They managed preserve level selfdeprecating humor without making light world visiting easy task The action choreography acting work here expected It felt bit like closing chapter turns case close works
429,FN,I rewatched movie second time around I liked better I think okay reboot It allows matrix world explored I assuming movies There confusion first time around cleared second watch Like role Morpheus plays I understand first time around neo purposely made version hopes would awaken him I changed rating 4 Nothing ever compare first This fact And movie watched without reloaded revolutions still stand alone But nice see future may hold interesting stories matrix universe Lets hope pray become like fast furious Cash grab Yes Mostly But I think many people went expecting more I let down Well I say watching opened eyes actually bad
430,TP,Dont go watch expectations like first three It would similar comparing XMen movie Deadpool film DisneyMarvel got right back xmen new ones better world much different way telling story A lot comedy especially studios No spoilers I say I give 5 definitely worth watching catch everything
431,TP,First Overcoming public expectation movie impossible It always doomed heavily panned I enjoyed movie overall Yes eye rolling moments fight scenes little eye rolling dialogue dumb naobis makeup looked terrible I didn’t love ending BUT I loved overall plot I liked meta commentary throwbacks original  I satisfied matrix resurrection ways literal resurrection original movie I won’t go detail I enjoyed watching watch
432,TP,Really enjoyed I found 1st 30 minutes little confusing helped story later As said true love story feel empowering The action sequences good yoo much pointless action like past installments Interesting Trinity one Not tthe best movie I seen good movie matters life I handle that
433,FP,Matrix game changer movie industry nothing special The cinematic lacks much everthing would lokento see great trilogy The amount BS like Trinity able fly nothing solid behind it I loved trilogy one THE best Fantasy special effects movie era This something else made similar quality director team good outstanding movies Just money maker Compare goals Galaxy Wars first 3 good great impact last 3 great distinction graphics Matrix isnt it
434,FP,Well ok going 5 star I think new younger audiences enjoy it However mature thinking movie goer seen 1st one never going compete As reviewers mentioned lost avantgarde cinematography single frame sequences awe wonderment kinda follows lot marvel comic movie style Most all I feel lost NeoTrinity chemistry Acting like daytime soap romance last scene resembled America Lampoon skit let awkward chucklelaugh
435,TN,I went low expectations certainly delivered movie worthy low review This movie lacked feel Matrix movies sense urgency nothing Bad script writing massive plot holes it horrible fight scenes No really horrible fight scenes It actually comical think previous movies The messages All messages They could’ve filmed someone holding big cue cards us read of They really went way that No Agent Smith Heckthey should’ve removed Neo little Trinity get see I’m trying figure even bothered making it But I guess Hollywood sequels prequels right remaking whole movie fit todays timesDon’t waste time money this
436,TN,I waited 18 yrs that What let down If I wanted watch mediocre fight scenes frustratingly confusing storyline I could stayed home watch regular cable tv I don’t understand would take best exhilarating parts Matrix known exclude movie I kept thinking minute something good going happen I’ll get feelings excitement chills I used get watching Matrix But minutes agonizingly ticked clear whoever wrote movie intentions pleasing Matrix fans wanted bore death I probably saw original Matrix movies theater 10 times I walked movie I non entertained Who signed this They fired
437,FP,Really great Cheap laughs film belong in used lighted mood light Its vibe elaborate romance fan fiction bastardized underlying themes conceptualization original film It clunky felt washed served purpose The Matrix gained status due philosophical undertones well executed action scenes This movie failed uphold initial vision lackluster kn fronts I go Matrix laughs I went get mind fed
438,FP,I hopeful long awaited 4th instalment The Matrix series would great I sadly disappointed To wasted opportunity really bring story full circle cement franchise two disappointing movies I ruin movie anyone yet see spoilers All I want say much potential make great chapterend truly magnificent franchise starting one time favourites The Matrix
439,FP,Definitely nostalgia bate The first half needed slow real build action second half The Matrix franchise revolutionary use inventive camera action scenes unusual character traits fight scenes This like PG13 Matrix game All scenes play mechanically characters mild NPCs Monster uber mistake Lawrence Fishbourne major player story We need wait 12 years this
440,TN,Being big fan The Matrix movies high expectation I would call rather disappointing possibly saw expecting something ordinary Post 2 half hours seriously cant even think memorable scene movie except Deja Vu It repeat different set actors Keanu Carrie Ann Moss I think really tried hard give life new movie end movie felt soulless So first movie best  would recon would worst four
441,TN,This movie really good first half failed capture essence matrix It lacked cohesive plot really grasping straws towards end And hoping badass fight scenes sadly disappointed instead get looks feels like group matrix fanboys got together decided make low budget matrix film one dude got uncle Keanu reeves help out They completely neutered Neo Only reason I’m giving 2 star first half crushed feeling stuck matrix told you’re crazy
442,TN,The Matrix redone without style beauty  A hodgepodge unmemorable music  bad lighting  quick cutting sloppy fight choreography mixed shaky camera flavorless gun fights  The CGI par originals nearly two decades ago  Is good thing Its one highlights Matrix Resurrections sadly  Constant flashbacks scenes original movie look cheesy  screams film cant stand  Its great original cast together  bad film justice  Thoroughly long winded  story good enough carry film kind length were forced endure  In end looks like madefortv movie  190 million dollar film  Not recommended 
443,FP,I’ve waiting 20 years 💩 I imagined moment long time Is real Unfortunately real 😔
444,TN,Abysmal Began relatively interesting idea The Matrix game knowing quips remaking product descending incomprehensible farce resembled one dreadful pop videos try integrate scenes movie band recorded soundtrack These scenes original served remind far superior was The rest references original scenes resembled popular scenes original broken long explanations tried clarify going on There enthusiastic girl blue hair ran around like latter day Scrappy Doo trying enliven old product young audience woman one movies terrible impression old woman By finale people began throwing windows I knew felt I always love original Matrix bad really bad
445,TN,Wellwhat major disappointment I skeptical outset I first saw advertised But huge fan trilogy as Ive watched films back back least 30 times I thought ANY new matrix good thingwell wrong I was Put aside awful plot riddled holes dead ends characters zero depth full cheesy one liners unnecessary commentary They even managed turn agent Smith arguably one sinister villains film ever joke A jumped American kid voice child flu presence small French poodle inside fake gucci handbag
446,TN,Yeaahhhh really sucked This movie felt like YouTube channel made sequel The plot starts think going like old movies events lead events finally grand epic finale comes together instead rehashing old idea ultimately lead one unexciting scene movie ends It makes sense me Did use whole budget cast special effects If covid excuse making garbage movie maybe waited make it I aaaaalmost went theater watch thank GOD I didnt Im sick Hollywoods inability take risks make original exciting content instead try made money past matrix resurrections even good time HBO I found phone it The people raring movie anything single star children grow good movies If brain enjoy movie
447,TN,The best part movie it’s callbacks previous 3 I’m disappointed movie multitude reasons The first nerfed Neo Based plot course needs jog memory get back swing things however writers apparently thought wouldn’t come fruition Next every fight scene multiple frames could clearly see pause blows It rigid well choreographed sad whole point 2021 remake explore today’s CGI special effects neither capitalized on Also entire was trilogy based development savior principle ‘The One’ In remake abandoned core story make way new development Overall acting good amongst characters I don’t think remembered terrible failure courtesy writers directors cinematographers Leaving movie open sequel reboot drastically optimistic Ultimately I’m disappointed far impressed The Matrix movies made 90’s cash grab film composed The actors fans deserved lot better
448,TN,I could waited longer I known gonna hw end result It felt rushed confusing  nothing groundbreaking spectacular new fourth installment Matrix franchise The special effects average best acting could aloy better I think multiple takes scenes Keanu Reeves expressed interview Normally watching movie I enjoyed Id go watch couple times  see I missed anything I dozed off Not time  one done This movie terrible I think one BIGGEST sacrifices Keanu made movie reputation looked like shaved cut hair movie ta boot 
449,TN,Disappointing left it matrix revival people wanted The first 30 minutes good Neo wakes up I liked game developer thought crazy I liked added lore happened Resolutions good CGI thats it After Neo wakes up snooze feast long drawn dialogue stuff heard original trilogy The action poor fast shaky cam tell going on original trilogy action perfect I seen better fight sequences Netflix shows They made Merovingian joke character well like everything film They got rid agents Humans matrix coding eyes act like zombies It made clear characters get matrix without phone booth Both Keanu CarrieAnne looked tired story finished new main characters Not two dead characters I could go on good ideas poorly executed Film canon Matrix awakens tech demo canon garbage
450,FP,Ive grown 5 uncles grandfather movie buffs And young one I watched great films The Game The book Eli Aliens Terminator These movies I grew watching knowing good great actors kinds I disappointed less hour in Morpheus really disappointed role He glue besides neo And actor fulfill role Nairobi either It lazily casted rushed reason The graphics fight scenes 1999 were better 2021 movie SmhA Wrinkle In Time better graphics 🤦🏽‍♀️🤷🏽‍♀️
451,FP,I’m writing I watch it Here’s quote movie sums thoughts far “Reboots sell” I excited watch this I’ve fan matrix ever since I watched first film dad The first 5 minutes tacky action sequences throw liberal rhetoric boot I treat way I treat Star Wars sequels I need good laugh I’ll turn on Keanu Reeves told fans he’ll continue making Matrix films long want fun I’m telling stop DO NOT make another Matrix
452,TN,It’s movie Keanu matrix I’m counting part family 3 matrix films precede movie This film it’s separate fantasy There’s dystopian element whatsoever The new characters flamboyant cadence doogie howser top this There’s line around 20 minutes effect Warner bros going make film without Keanu company It’s reference game within movie it’s blatant tell movie going produced one way another It’s slow it’s boring it’s full ridiculous plot twists somehow everything Neo Trinity rediscovering odds I really looked forward seeing movie It’s trailer amazing unfortunately film’s climax lies I wish I thumbs I’ve got two The Matrix Resurrections gets pointing
453,TP,This actually amazing movie I putting various reviews I heard contradicting opinions However I glad I watch made way onto top 5 marvel movies The action movie INCREDIBLE attention detail amazing The characters diverse It good see characters work together family dynamic This movie emotional fun action packed I would recommend movie anyone whether marvel fan someone new marvel need much background marvel knowledge And Harrys midcredit scene sooo good I really hope Eternals 2 I feel like much explore
454,TP,This one marvels best movies opinion The cast characters director cinematography plot everything beautifully done came together well I never felt like movie slow lagged thought plot progressed good pace— enough background story establish characterization time audience build attachments characters The history diversity characters incredible well done The actors great wonderful director fantastic pulling compelling story together I usually favor “gritty” marvel movies like Captain America The Winter Soldier Black Widow eternals risen top 5 favorites It explores new ideas challenges audience exciting I can’t wait watch again I can’t wait see eternals next movie
455,TP,Despite specialised critics saying Eternals beautiful journey Marvels Universe origins Chloé Zhao brought MCU artistic style bring massive franchise new breezeEven though picture 10 main characters interacting screen work one persona feeling well explored individual complexities Highlight Sprite Gilgamesh present beautifully sensibility depth
456,FN,Youve got watch yourselfIts emotional rollercoasterreminding us beautiful heartbreaking humanity worst best absolutely captivating Layers character development reveals unexpectedThe Gods powers flawed beings tooHumanity great influence change outcome existence We powerful realize I loved I cant wait Eternal 2 ok seriously though anyone wandering Dane Whitman I miss Jon Snow lol gonna go full superhero go Sersi At Any rate experience love characters hard love everything bring
457,TP,SPOILORS UP AHEAD This Incredible movie Even u like Super heros like us You still might like it I mean depending ur personalityDruig Barry Keoghan Makkari Lauren ridloff I wish showed connection two Great When You See theaters home Make sure Stay credit seens I Personally loved Character Sprite Lia Mchugh She Just Seemed like great Character Obviously I also loved Makkari Lauren Ridloff And I love included Icarus Flying sun I mean Obviously good get I Mean But Overall I loved Movie So So Much And The Action Scenes Just Incredible
458,TP,Ahead time Ive seen twice IMAX besides 2 foreshadowing cameos I know people still questions Everything explained thoroughly repeated neatly cases movie Ten characters hard introduce one film Chloe Zhao works magic Marvelverse well here This big doubt going film first time As usual see accentuate imperfections inner turmoils protagonists even antagonists filled purpose direction end second act As usual expect amazing visuals These characters soaked golden hour lighting deliver heavy impressively tiresome dialogue Not say film supply chuckles The settings mostly historic livedin locations really feel presence of Green screen fills obvious scenes stellar designs like type Hubble Telescope fantasy History buffs appreciate show ancient artifacts relative character credits Two postcredits scene I love second one worked film Both scenes explained keep us jazzed future true MCU fashion I feel film addressed every complaint Ive ever heard Marvel movies not real cinema One top 5 Marvel films sure Take notes Scorsese
459,TP,What critics about This great movie It may slow start needed set foundation story action picks film progresses Though new characters met first time able give one storyline we audience come care characters I moved Eternal go through I believe reason critics gave movie bad ratings much expectation build film well many heavyweight stars included But seriously critics gave Guardians Galaxy glowing review zero expectation movie decent storyline came pleasant surprise Bring Eternals Part 2
460,FN,Definitely usual MCU movie less worthy praise This movie league own Im intrigued world Eternals Some might say draggy I thought right Zhao take time unpacking heavier themes introducing many characters And besides Im sure MCU fans unfamiliar long runtimes ensemble casts The worldbuilding beautiful interesting I wish could got know characters better Go open mind rewarded  beautiful miseenscene cinematography awesome fight scenes
461,TP,This one best movies I’ve seen while It long engrossing way through Funny without cheesy trying hard And plot took twists kept edge seat It definitely wasn’t predictable you’re already familiar source material I’m not My favorite part characters Each one unique made either love them hate them time It’s hard ensemble movie introducing characters first time feel fully fleshed out movie it
462,TP,This movie superb movie uncovered universe marvel The characters awesome enjoyable watch The CGI really well done well especially deviants looked acted like threat And big bad torwards end icarus amazing especially fights fastest speedster alive icarus It reminded dragon ball super Z fast impactful fighting was The story paced well feel overwhelming slow As astonishing captivating even moments characters would building bonding moments I say well deserved movie enjoyable 1010 marvel
463,FN,Going film I knew tackle lot bigger ideas MCU Lore Celestials Eternals ofc origins universe ext given levity ALL characters involved I think Chloe great job shining light characters individually together family dynamic spanned thousands years point MCU For Comics Fan us definitely clear inspiration Kirby even newer iterations even hardest Kirby fans know accept everything Eternals offer one sitting impossible haha Each eternal role personalities showed way understand development said thousands years This movie follow typical MCU Formula I would say definitely shares DNA From beginning end almost felt like phase 1 movie setting foundations characters lot people already enjoying sure pop projects come Unlike ShangChi movie Avenger pop make feel all connected movie something even nicer sets prominent Characters come All expositions necessary drag enjoy following character development said exposition Very pleased initial viewing Im looking forward watching 🙌🏾
464,TP,I saw Eternals first time yesterday night happy report poor critics reviews actually representative film itself Eternals great time probably great time you’d want once scenes unnecessarily long The cinematography visuals brilliant  expected Chloé Zhao – sometimes there’s much plot could moving along The movie excels many things – it’s action sequences top notch though far between CGI great characters fleshed given enough time introduced good gags story features excellent twists huge stakes The representation I don’t care anyone else says also well handled diverse cast first deaf mcu superhero first gay superhero handled organically What movie gets wrong long many conversations characters weren’t needed many drawn landscape shots flashbacks overall it’s great worldbuilding film adds lot MCU it’s one I see returning often I would say Shang Chi Black Widow Good end credit scenes x2 710
465,TP,Eternals Ever wonder different groups MetaHumans DemiGods etc inhabit MCU yet seem impact time new film complicating timeline Canon Never mind sit back relax enjoy fun The Eternals sent Earth protect humans Deviants predatory monsters Arriving Mesopotamia 5000 BC battle Deviants using killer eyebeams super strength etc The locals plucky bunch though menace Eternals spears Druig Barry Keoghan control minds minds hearts soon gifts Throughout history Eternals battle monsters Babylon complete hanging gardens 575 BC Gupta 400AD They sort Prime Directive interfere human conflicts especially causes problems Druig sees Conquistadors slaughtering Aztecs 1521 But nudge technological development along inventions Phastos Brian Tyree Henry Im saying Aliens but Anyway 500 hiatus Deviants return Eternals must assemble more Im always expecting Ikaris Richard Madden say See You Jimmy Scottish accent headbutts monster Thena Angelina Jolie forms weapons cosmic energy like Limerickian likely stab anyone due demented state Mahd Wyry There ten Eternals total numerous characters A coupe interesting plot twists add intrigue An action drama fine vein humour Directed Cowritten Chloé Zhao 810
466,TP,Whilst plentiful use monologue complex times convoluted plot may dampen experience some The Eternals testimony future things come MCU giving us greatest look past MCU since Guardians The Galaxy also double dose look forward future An extensive look history origins universe earth ever present throughout film perhaps much people liking fans hoping theories branches MCU perhaps enough perhaps opening doors opportunity confusion MCU it’s fans ready for The action sequences speak themselves beautifully crafted choreographed emotionally charged points full surprise tension Perhaps MCU entries date may find edge seat For some action may frequent enough agreed upon there brilliant Plot holes loom film extent harshens progression film however unanswered questions odd behaviour complicate plot viewers perspective nothing film gets stuck mud over The visuals cinematography live expect trailer fabulous scenery eye catching sets The Eternals fade away extravagant The film sound job developing character gives wonderful unique aspects large ensemble mixing comedy tragedy action recount It safe say enjoy intricacies shared universe film satisfying It safe say fans cosmic MCU pleased And safe say fans emotional character side MCU walk away glee But may find bit top long slow times The Eternals may feel slightly underwhelming Marvel Studios The Eternals 8510
467,TP,Ill honest getting deep Marvel universe one lot feel like rushed big characters roots originate from understand big characters goin get big climatic feel It matter cast diversed I thought actors alone worked well together friend Evan I went see Eternals with would keep telling proud Gilgamesh character strong Asian american felt limits Evan end crying Gilgamesh killed deviant quickly started chant justice Gilgamesh So people connection diverse cast much I understand someone would
468,TP,I pleasantly surprised film Yes long never felt dull me There lot characters kinda silly names welldeveloped likeable This fun superherosmash film quite heavy places pretty emotional focus character plot But still humour throughout cool action pieces I felt whole thing tied together well As others mentioned task introducing many ideas characters already bloated world going hard one I think Eternals pretty good job
469,FN,Wow I surprised I liked movie The trailers characters never sparked attention watching But I found enjoying eternals throughout movie like druig makkari kingo gilgamesh my favorites relationships felt real cosmos aspect celestials awesome Ikaris plot twist I understand hate worked made sense facing moral dilemma family creator fascinating The problems third act wonky deviants interesting enough sersi thena ajak intresting enough needed time dispite really good movie Sure mid tier MCU really good overall better good amount movies Eternals gets 75 10
470,TP,Definitely “average” Marvel film I think that’s I like it’s refreshing it’s story line like Marvel movies came it It establishes direction Marvel moving in Its captivating dramatic funny exciting It’s funny people could hate movie much what’s worse people seem issue movie put “huge Marvel fans” think would excited growth “favorite” franchise alas they’d rather trash different inclusive sounds similar way lot “die hard” fans felt Black panther first released goes show toxic fandom be Sorry ranting overall movie great definitely worth watch
471,TP,Honestly I know people think film badThis well planned film many new characters coming MCU including long awaited Celestials I recommend film good plot great music fit character many surprising twists cliff hangers keeps audience edge seats Not mention movie set across history I find one great technique used film The problem I movie long movie lot time hands definitely watch film worth it
472,TP,I love movies always enjoyed Marvel movies I couldn’t wait see Eternals opening day majority reason I’m HUGE Angelina Jolie fan The movie beautiful mesmerizing eyes The special effects amazing I read favorable reviews happy deter me director Cloe Zhao great job diverse cast It refreshing see different aspects backgrounds super beings The post credit scene Harry Styles icing cake Cannot wait Eternals 2
473,TN,My family I gave film halfhour lives turned something else The movie may gotten better first 30 minutes dull boring pointless intention spending another 2 hours watching The opening action scenes various nameless protagonists fighting generic CGI monsters poorly executed Watching charectors weve never heard seen fight generic CGI monsters using lasers random powers intriguing even interesting You dont care win loose dont even know are When fans got behind first Marvel movies charectors movies personality unique drive actual story arc The charectors film seem charector portrayed different actors actresses Angelina Jolie playing usual self plays hero result charector seemed fairly 2 dimensional Overall bad idea introduce many charectors exact moment film writing weak director Im sure nothing ran producers actors themselves These charectors may fine supporting roles line stars stand alone film work me
474,FP,Three star best I die hard Marvel fan give 2 let tell why The story starts like trailer instead movie 2 one superhero line scenes stand vshaped position Like why cringy Then move narration bring scene present day The earth preparing emergence start gathering superheroes split 7000 years 2 hours 10 mins went regathering unnecessary even develop characters like ones personality Kingo Karun rest boring personality same last fight scene evolved deviant waste could done much deviant And let tell definitely smart choice Marvels hand make different type movie like this At length movie could 1 hour 30 mins rest would cut cutting board Ive ShangChi day before wonderful character development plot emotions movie none that instead watch Dune top ten movies Ive ever watched Or watch ShangChi
475,TN,You people giving five star “absolutely love film” Know nothing cinema The story dialogue bad marvel tries push comedy way much All foul comedy The thing I give visuals These studios hiring weak writers know people don’t even know film gonna watch movie love it’s marvel Marvel truly going really tell they’re money fans
476,TN,I believe one weakest Marvel movies thus far Story plot holes Swiss cheese They explain can’t intervene help Thanos attacked intervene throughout film To many cliché movie subplots places forced ensure boxes checked This bad movie good one either Does fit marvel universe like every movie has Please watch things personal perspective enjoyment comes search film
477,FP,I read film great I watched anyway extremely disappointed It flat dialogue terrible overall feel lacking something The movie great actors it I surprised I love marvel movies seem improve movie one massive step backwards me I usually look watch movie one several times Endgame longer I entertained whe movie Hopefully sequel one much better
478,TN,Decent enough Marvel filler Raises lightly steps pertinent questions “Where Thanos situation” “We told interfere human conflict” Sooo weren’t bunch aliens threatening half existence humans Gotcha proffers odd internal character logic motivations paints generally generic plot picture However — spoiler somebody’s mad — I’m tired black characters used diversity bingo The ONE black character he’s gay Why always us Why default It’s like hey what’s fastest easiest cheapest way tick representation boxes We know get black character make gay See everybody’s happy
479,TN,A disappointing combination wooden acting poor casting slow story telling complete lack classic heart moments connect audience characters resulted wholly underwhelming disappointing film This always going happen try whizz 7000 years stories 10 main characters would much better suited wandering Disney series characters motivation story could explored properly
480,TN,I watched 45 inch tv Disney I really looking forward watching I struggled times see going dark I could early see faces characters least half movie clearly made big screen dark room I suggest watching night lights out Some characters really good I found rather bland irritating I don’t know point Harry Styles I missed completely maybe part really dark scenes I try watch evening lights see difference it’s shame many new things filmed dark can’t even see actors faces days maybe producers could consider moviesseries mostly watched smaller screen
481,FP,The movie OK best I love super hero movies MCU made amazing movies This movie particular feels like lacking something lot going time I personally think scenes could totally avoided plot would still made sense The sex scene front half movie I felt overemphasized could implied that And many exposition dump The person I went see movie dozed quite times like MCU movies All could made movie lot better Hope second one live hype
482,TN,Mild Spoilers So I HUGE Marvel fan I rewatch movies every year I really wanted love film I jut couldn’t I disappointed movie It second anticipated Marvel movie year The characters ONLY good thing film I enjoyed almost every character I like Sprite I found creepy Ikaris I see lot people saying beautiful marvel movie I couldn’t disagree more I still fill Avengers Age Ultron way better looking movie The post credit scenes disappointing Overall I’m sad say worst Marvel movie far Yes worst Thor The Dark World
483,FP,I extremely disappointed many reasons The first Marvel movies typically something I want watch entire family children younger I can’t good conscience let watch filth The next reason disappointment chaotic sort ADD film I can’t even quite place why I sorry Normally I much able point specially wrong case I can’t The acting sound cinematography I think possibly writers may focused woke time instead letting story develop… Maybe I’m unfair But something bit The last reason I disappointed Christian I disappointed blatant homosexuality open sexuality film Another issue hint Pedophilia All probably last Marvel possibly Disney movie ever The world getting sick morally vacant Hollywood vessel living room
484,FP,I put bland acting leads boring watch Cersi chemistry male lead The story weird too much love scenes action marvel movie I wish Angelina lead acting pointshe steals show Druig actor chews words hard understand saying The story erratic Even final fight scene subduing Icaris switching deviantweird Also think story couldnt get lamer wait till end poor cg elf pops gay looking Harry Styles cape…☠️☠️☠️☠️ A disappointing Marvel film
485,FP,I huge marvel fan latest movie complete waste time The plotstoryline place ALL characters totally wooden gel Its tangled web garbage start finish obvious important aspect putting movie together concentrate upsetting snowflakes politically correct More focus put making sure obligatory mix cultures cast one race missed course obligatory gay couple keep others happy Sorry Marvel movies getting worse worse thank god I actually pay say rubbish
486,TN,A shameless cash grab trying catch eye everybody anybody ethnically diverse cast LGBTQ2 connotations story make sense even MCU A boring mish mash old legends misplaced humour The limp pacing surpassed laughable acting celebrity actors Salma Angelina brought boost box office A pile plot holes chaotic action scenes…The love story main characters supposed make us root chemistry makes sense revealed fact “fancy robots ” It ruined MCU …
487,TN,What I think movie trash director made MCU movies wasted valuable minutes making character stand ground giving pose The movie much much talk understand arshem saying thus bad editing sound effects much information literally takes away movie  understand unified together stopping celestial easy whats point No character indepth Worst movie ever produced marvel How could even accepted pitch director writers trash mind writing Marvel care movie all Money cannot make Good movie showed Kevin fiege asked could let bad movie come
488,TN,This kids movie time I thought I watching ben10 The expectation high movie So many star actors worked feels like everyone superhero one defeat them Flying getting invisible making things fly whatnot anything A small GOT reunion well A major female roles name Sersi felt hilarious Waste time
489,TN,The plot went nowhere The deviants played important role continuously dragged plot reason They also kept “flashbacks” messed order attention span viewer The ending overall outcome terrible Also focused characters instead Sersi Ikaris The thing I liked movie Thena Gilgamesh Makkari I could care less characters I excited see Salma Hayek rarely got screen time I also didn’t care much character They depowered much competent ones Ikaris Thena Gilgamesh came protecting deviants The characters plot wasted tremendously It seems people directed movie cared propaganda trying force making originally STRAIGHT character gay instead actual movie I high expectations movie I genuinely excited quite disappointing see bad was
